gsId	id	name	iconId	materialsIds	materialsName	materialsCount	rank	groups	sequence	point	money	level	profession	remark	rates
472	1050901034	皇※雪映月	1150900038	1050901029:1050000001:1042010102:1045011001:1042200401	王※雪映月:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:16:160:40:3	6	5	4	200000000	0	1	0:0:0	生命：80000 精力：80000 物免：24000 魔免：24000 抗物理爆击伤害：80% 抗精神爆击伤害：80%	0:0:0:10000:0:0
473	1050901035	皇※樱花飘落	1150900039	1050901030:1050000001:1042010102:1045011001:1042200401	王※樱花飘落:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:16:160:40:3	6	5	5	200000000	0	1	0:0:0	生命：80000 精力：80000 物免：24000 魔免：24000 抗物理爆击伤害：80% 抗精神爆击伤害：80%	0:0:0:10000:0:0
474	1050901076	无双※晚安宝贝	1150900035	1050901031:1050000001:1045010408:1045000294:1045010407	皇※晚安宝贝:奇妙之心:奇妙之花:真时之沙:金砂	1:8:30:3:400	6	6	1	320000000	0	1	0:0:0	生命：120000 精力：120000 物免：36000 魔免：36000 抗物理爆击伤害：120% 抗精神爆击伤害：120%	0:0:0:10000:0:0
475	1050901077	无双※王者宝座	1150900036	1050901032:1050000001:1045010408:1045000294:1045010407	皇※王者宝座:奇妙之心:奇妙之花:真时之沙:金砂	1:8:30:3:400	6	6	2	320000000	0	1	0:0:0	生命：120000 精力：120000 物免：36000 魔免：36000 抗物理爆击伤害：120% 抗精神爆击伤害：120%	0:0:0:10000:0:0
476	1050901078	无双※幸福时刻	1150900037	1050901033:1050000001:1045010408:1045000294:1045010407	皇※幸福时刻:奇妙之心:奇妙之花:真时之沙:金砂	1:8:30:3:400	6	6	3	320000000	0	1	0:0:0	生命：120000 精力：120000 物免：36000 魔免：36000 抗物理爆击伤害：120% 抗精神爆击伤害：120%	0:0:0:10000:0:0
477	1050901079	无双※雪映月	1150900038	1050901034:1050000001:1045010408:1045000294:1045010407	皇※雪映月:奇妙之心:奇妙之花:真时之沙:金砂	1:8:30:3:400	6	6	4	320000000	0	1	0:0:0	生命：120000 精力：120000 物免：36000 魔免：36000 抗物理爆击伤害：120% 抗精神爆击伤害：120%	0:0:0:10000:0:0
478	1050901080	无双※樱花飘落	1150900039	1050901035:1050000001:1045010408:1045000294:1045010407	皇※樱花飘落:奇妙之心:奇妙之花:真时之沙:金砂	1:8:30:3:400	6	6	5	320000000	0	1	0:0:0	生命：120000 精力：120000 物免：36000 魔免：36000 抗物理爆击伤害：120% 抗精神爆击伤害：120%	0:0:0:10000:0:0
479	1050502030	改※守护者力量护腕	1150502004	1050502024:1042200101:1042200201:0:0	冒险者力量护腕:素材之星.天上:素材之星·天下:0:0	1:20:5:0:0	2	1	1	500000	0	1	0:0:0	力量：600 生命：1000	10000:0:0:0:0:0
480	1050502031	极※守护者力量护腕	1150502005	1050502030:1050502025:1042200101:1042200201:0	改※守护者力量护腕:残酷冒险者力量护腕:素材之星.天上:素材之星·天下:0	1:1:50:20:0	2	1	2	1500000	0	1	0:0:0	力量：1000 生命：5000	10000:0:0:0:0:0
481	1050502032	尊※守护者力量护腕	1150502006	1050502031:1050502026:1042200101:1042200201:0	极※守护者力量护腕:复仇冒险者力量护腕:素材之星.天上:素材之星·天下:0	1:1:200:50:0	2	1	3	6000000	0	1	0:0:0	力量：1500 生命：10000	10000:0:0:0:0:0
482	1050502033	王※守护者力量护腕	1150502007	1050502032:1050502027:1042200101:1042200201:0	尊※守护者力量护腕:野蛮冒险者力量护腕:素材之星.天上:素材之星·天下:0	1:1:500:200:0	2	1	4	20000000	0	1	0:0:0	力量：2500 生命：20000 抗物理爆击率：2% 抗精神爆击率：2% 	10000:0:0:0:0:0
483	1050502034	皇※守护者力量护腕	1150502004	1050502033:1050502028:1050000001:1042010102:1042010105	王※守护者力量护腕:憎恨冒险者力量护腕:奇妙之心:奇妙宝石:王国之心	1:1:6:40:3	2	1	5	40000000	0	1	0:0:0	力量：5000 生命：40000 抗物理爆击率：4% 抗精神爆击率：4% 	10000:0:0:0:0:0
484	1050502035	无双※守护者力量护腕	1150502005	1050502034:1050000001:1045010408:1045030002:1045000294	皇※守护者力量护腕:奇妙之心:奇妙之花:狸猫树叶:真时之沙	1:8:30:25:3	2	1	6	120000000	0	1	0:0:0	力量：10000 生命：60000 抗物理爆击率：5% 抗精神爆击率：5% 物理暴击伤害：10% 精神暴击伤害：10%	10000:0:0:0:0:0
485	1050501030	改※守护者敏捷肩章	1150501004	1050501024:1042200101:1042200201:0:0	冒险者敏捷肩章:素材之星.天上:素材之星·天下:0:0	1:20:5:0:0	2	2	1	500000	0	1	0:0:0	敏捷：600 生命：1000	10000:0:0:0:0:0
486	1050501031	极※守护者敏捷肩章	1150501005	1050501030:1050501025:1042200101:1042200201:0	改※守护者敏捷肩章:残酷冒险者敏捷肩章:素材之星.天上:素材之星·天下:0	1:1:50:20:0	2	2	2	1500000	0	1	0:0:0	敏捷：1000 生命：5000	10000:0:0:0:0:0
487	1050501032	尊※守护者敏捷肩章	1150501006	1050501031:1050501026:1042200101:1042200201:0	极※守护者敏捷肩章:复仇冒险者敏捷肩章:素材之星.天上:素材之星·天下:0	1:1:200:50:0	2	2	3	6000000	0	1	0:0:0	敏捷：1500 生命：10000	10000:0:0:0:0:0
488	1050501033	王※守护者敏捷肩章	1150501007	1050501032:1050501027:1042200101:1042200201:0	尊※守护者敏捷肩章:野蛮冒险者敏捷肩章:素材之星.天上:素材之星·天下:0	1:1:500:200:0	2	2	4	20000000	0	1	0:0:0	敏捷：2500 生命：20000 抗物理爆击率：2% 抗精神爆击率：2% 	10000:0:0:0:0:0
489	1050501034	皇※守护者敏捷肩章	1150501004	1050501033:1050501028:1050000001:1042010102:1042010105	王※守护者敏捷肩章:憎恨冒险者敏捷肩章:奇妙之心:奇妙宝石:王国之心	1:1:6:40:3	2	2	5	40000000	0	1	0:0:0	敏捷：5000 生命：40000 抗物理爆击率：4% 抗精神爆击率：4% 	10000:0:0:0:0:0
490	1050501035	无双※守护者敏捷肩章	1150501005	1050501034:1050000001:1045010408:1045030002:1045000294	皇※守护者敏捷肩章:奇妙之心:奇妙之花:狸猫树叶:真时之沙	1:8:30:25:3	2	2	6	120000000	0	1	0:0:0	敏捷：10000 生命：60000 抗物理爆击率：5% 抗精神爆击率：5% 物理暴击伤害：10% 精神暴击伤害：10%	10000:0:0:0:0:0
491	1050503030	改※守护者精神腕饰	1150503004	1050503024:1042200101:1042200201:0:0	冒险者精神腕饰:素材之星.天上:素材之星·天下:0:0	1:20:5:0:0	2	3	1	500000	0	1	0:0:0	精神：600 生命：1000	10000:0:0:0:0:0
492	1050503031	极※守护者精神腕饰	1150503005	1050503030:1050503025:1042200101:1042200201:0	改※守护者精神腕饰:残酷冒险者精神腕饰:素材之星.天上:素材之星·天下:0	1:1:50:20:0	2	3	2	1500000	0	1	0:0:0	精神：1000 生命：5000	10000:0:0:0:0:0
493	1050503032	尊※守护者精神腕饰	1150503006	1050503031:1050503026:1042200101:1042200201:0	极※守护者精神腕饰:复仇冒险者精神腕饰:素材之星.天上:素材之星·天下:0	1:1:200:50:0	2	3	3	6000000	0	1	0:0:0	精神：1500 生命：10000	10000:0:0:0:0:0
494	1050503033	王※守护者精神腕饰	1150503007	1050503032:1050503027:1042200101:1042200201:0	尊※守护者精神腕饰:野蛮冒险者精神腕饰:素材之星.天上:素材之星·天下:0	1:1:500:200:0	2	3	4	20000000	0	1	0:0:0	精神：2500 生命：20000 抗物理爆击率：2% 抗精神爆击率：2% 	10000:0:0:0:0:0
495	1050503034	皇※守护者精神腕饰	1150503004	1050503033:1050503028:1050000001:1042010102:1042010105	王※守护者精神腕饰:憎恨冒险者精神腕饰:奇妙之心:奇妙宝石:王国之心	1:1:6:40:3	2	3	5	40000000	0	1	0:0:0	精神：5000 生命：40000 抗物理爆击率：4% 抗精神爆击率：4% 	10000:0:0:0:0:0
496	1050503035	无双※守护者精神腕饰	1150503005	1050503034:1050000001:1045010408:1045030002:1045000294	皇※守护者精神腕饰:奇妙之心:奇妙之花:狸猫树叶:真时之沙	1:8:30:25:3	2	3	6	120000000	0	1	0:0:0	精神：10000 生命：60000 抗物理爆击率：5% 抗精神爆击率：5% 物理暴击伤害：10% 精神暴击伤害：10%	10000:0:0:0:0:0
497	1050504030	改※守护者智慧手镯	1150504004	1050504024:1042200101:1042200201:0:0	冒险者智慧手镯:素材之星.天上:素材之星·天下:0:0	1:20:5:0:0	2	4	1	500000	0	1	0:0:0	智慧：600 生命：1000	10000:0:0:0:0:0
498	1050504031	极※守护者智慧手镯	1150504005	1050504030:1050504025:1042200101:1042200201:0	改※守护者智慧手镯:残酷冒险者智慧手镯:素材之星.天上:素材之星·天下:0	1:1:50:20:0	2	4	2	1500000	0	1	0:0:0	智慧：1000 生命：5000	10000:0:0:0:0:0
499	1050504032	尊※守护者智慧手镯	1150504006	1050504031:1050504026:1042200101:1042200201:0	极※守护者智慧手镯:复仇冒险者智慧手镯:素材之星.天上:素材之星·天下:0	1:1:200:50:0	2	4	3	6000000	0	1	0:0:0	智慧：1500 生命：10000	10000:0:0:0:0:0
500	1050504033	王※守护者智慧手镯	1150504007	1050504032:1050504027:1042200101:1042200201:0	尊※守护者智慧手镯:野蛮冒险者智慧手镯:素材之星.天上:素材之星·天下:0	1:1:500:200:0	2	4	4	20000000	0	1	0:0:0	智慧：2500 生命：20000 抗物理爆击率：2% 抗精神爆击率：2% 	10000:0:0:0:0:0
501	1050504034	皇※守护者智慧手镯	1150504004	1050504033:1050504028:1050000001:1042010102:1042010105	王※守护者智慧手镯:憎恨冒险者智慧手镯:奇妙之心:奇妙宝石:王国之心	1:1:6:40:3	2	4	5	40000000	0	1	0:0:0	智慧：5000 生命：40000 抗物理爆击率：4% 抗精神爆击率：4% 	10000:0:0:0:0:0
502	1050504035	无双※守护者智慧手镯	1150504005	1050504034:1050000001:1045010408:1045030002:1045000294	皇※守护者智慧手镯:奇妙之心:奇妙之花:狸猫树叶:真时之沙	1:8:30:25:3	2	4	6	120000000	0	1	0:0:0	智慧：10000 生命：60000 抗物理爆击率：5% 抗精神爆击率：5% 物理暴击伤害：10% 精神暴击伤害：10%	10000:0:0:0:0:0
503	1050102010	改※守护者力量头饰	1150102004	1050102004:1042200101:1042200201:0:0	冒险者力量头饰:素材之星.天上:素材之星·天下:0:0	1:20:5:0:0	3	1	1	500000	0	1	0:0:0	力量：600 生命：1000	10000:0:0:0:0:0
504	1050102011	极※守护者力量头饰	1150102005	1050102010:1050102005:1042200101:1042200201:0	改※守护者力量头饰:残酷冒险者力量头饰:素材之星.天上:素材之星·天下:0	1:1:50:20:0	3	1	2	1500000	0	1	0:0:0	力量：1000 生命：5000	10000:0:0:0:0:0
505	1050102012	尊※守护者力量头饰	1150102006	1050102011:1050102006:1042200101:1042200201:0	极※守护者力量头饰:复仇冒险者力量头饰:素材之星.天上:素材之星·天下:0	1:1:200:50:0	3	1	3	6000000	0	1	0:0:0	力量：1500 生命：10000	10000:0:0:0:0:0
506	1050102013	王※守护者力量头饰	1150102007	1050102012:1050102007:1042200101:1042200201:0	尊※守护者力量头饰:野蛮冒险者力量头饰:素材之星.天上:素材之星·天下:0	1:1:500:200:0	3	1	4	20000000	0	1	0:0:0	力量：2500 生命：20000 抗物理爆击率：2% 抗精神爆击率：2% 	10000:0:0:0:0:0
507	1050102014	皇※守护者力量头饰	1150102004	1050102013:1050102008:1050000001:1042010102:1042010105	王※守护者力量头饰:憎恨冒险者力量头饰:奇妙之心:奇妙宝石:王国之心	1:1:6:40:3	3	1	5	40000000	0	1	0:0:0	力量：5000 生命：40000 抗物理爆击率：4% 抗精神爆击率：4% 	10000:0:0:0:0:0
508	1050102015	无双※守护者力量头饰	1150102005	1050102014:1050000001:1045010408:1045030002:1045000294	皇※守护者力量头饰:奇妙之心:奇妙之花:狸猫树叶:真时之沙	1:8:30:25:3	3	1	6	120000000	0	1	0:0:0	力量：10000 生命：60000 抗物理爆击率：5% 抗精神爆击率：5% 物理暴击伤害：10% 精神暴击伤害：10%	10000:0:0:0:0:0
509	1050101010	改※守护者敏捷头饰	1150102004	1050101004:1042200101:1042200201:0:0	冒险者敏捷头饰:素材之星.天上:素材之星·天下:0:0	1:20:5:0:0	3	2	1	500000	0	1	0:0:0	敏捷：600 生命：1000	10000:0:0:0:0:0
510	1050101011	极※守护者敏捷头饰	1150102005	1050101010:1050101005:1042200101:1042200201:0	改※守护者敏捷头饰:残酷冒险者敏捷头饰:素材之星.天上:素材之星·天下:0	1:1:50:20:0	3	2	2	1500000	0	1	0:0:0	敏捷：1000 生命：5000	10000:0:0:0:0:0
511	1050101012	尊※守护者敏捷头饰	1150102006	1050101011:1050101006:1042200101:1042200201:0	极※守护者敏捷头饰:复仇冒险者敏捷头饰:素材之星.天上:素材之星·天下:0	1:1:200:50:0	3	2	3	6000000	0	1	0:0:0	敏捷：1500 生命：10000	10000:0:0:0:0:0
512	1050101013	王※守护者敏捷头饰	1150102007	1050101012:1050101007:1042200101:1042200201:0	尊※守护者敏捷头饰:野蛮冒险者敏捷头饰:素材之星.天上:素材之星·天下:0	1:1:500:200:0	3	2	4	20000000	0	1	0:0:0	敏捷：2500 生命：20000 抗物理爆击率：2% 抗精神爆击率：2% 	10000:0:0:0:0:0
513	1050101014	皇※守护者敏捷头饰	1150102004	1050101013:1050101008:1050000001:1042010102:1042010105	王※守护者敏捷头饰:憎恨冒险者敏捷头饰:奇妙之心:奇妙宝石:王国之心	1:1:6:40:3	3	2	5	40000000	0	1	0:0:0	敏捷：5000 生命：40000 抗物理爆击率：4% 抗精神爆击率：4% 	10000:0:0:0:0:0
514	1050101015	无双※守护者敏捷头饰	1150102005	1050101014:1050000001:1045010408:1045030002:1045000294	皇※守护者敏捷头饰:奇妙之心:奇妙之花:狸猫树叶:真时之沙	1:8:30:25:3	3	2	6	120000000	0	1	0:0:0	敏捷：10000 生命：60000 抗物理爆击率：5% 抗精神爆击率：5% 物理暴击伤害：10% 精神暴击伤害：10%	10000:0:0:0:0:0
515	1050103010	改※守护者精神头饰	1150104004	1050103004:1042200101:1042200201:0:0	冒险者精神头饰:素材之星.天上:素材之星·天下:0:0	1:20:5:0:0	3	3	1	500000	0	1	0:0:0	精神：600 生命：1000	10000:0:0:0:0:0
516	1050103011	极※守护者精神头饰	1150104005	1050103010:1050103005:1042200101:1042200201:0	改※守护者精神头饰:残酷冒险者精神头饰:素材之星.天上:素材之星·天下:0	1:1:50:20:0	3	3	2	1500000	0	1	0:0:0	精神：1000 生命：5000	10000:0:0:0:0:0
517	1050103012	尊※守护者精神头饰	1150104006	1050103011:1050103006:1042200101:1042200201:0	极※守护者精神头饰:复仇冒险者精神头饰:素材之星.天上:素材之星·天下:0	1:1:200:50:0	3	3	3	6000000	0	1	0:0:0	精神：1500 生命：10000	10000:0:0:0:0:0
518	1050103013	王※守护者精神头饰	1150104007	1050103012:1050103007:1042200101:1042200201:0	尊※守护者精神头饰:野蛮冒险者精神头饰:素材之星.天上:素材之星·天下:0	1:1:500:200:0	3	3	4	20000000	0	1	0:0:0	精神：2500 生命：20000 抗物理爆击率：2% 抗精神爆击率：2% 	10000:0:0:0:0:0
519	1050103014	皇※守护者精神头饰	1150104004	1050103013:1050103008:1050000001:1042010102:1042010105	王※守护者精神头饰:憎恨冒险者精神头饰:奇妙之心:奇妙宝石:王国之心	1:1:6:40:3	3	3	5	40000000	0	1	0:0:0	精神：5000 生命：40000 抗物理爆击率：4% 抗精神爆击率：4% 	10000:0:0:0:0:0
520	1050103015	无双※守护者精神头饰	1150104005	1050103014:1050000001:1045010408:1045030002:1045000294	皇※守护者精神头饰:奇妙之心:奇妙之花:狸猫树叶:真时之沙	1:8:30:25:3	3	3	6	120000000	0	1	0:0:0	精神：10000 生命：60000 抗物理爆击率：5% 抗精神爆击率：5% 物理暴击伤害：10% 精神暴击伤害：10%	10000:0:0:0:0:0
521	1050104010	改※守护者智慧头饰	1150104004	1050104004:1042200101:1042200201:0:0	冒险者智慧头饰:素材之星.天上:素材之星·天下:0:0	1:20:5:0:0	3	4	1	500000	0	1	0:0:0	智慧：600 生命：1000	10000:0:0:0:0:0
522	1050104011	极※守护者智慧头饰	1150104005	1050104010:1050104005:1042200101:1042200201:0	改※守护者智慧头饰:残酷冒险者智慧头饰:素材之星.天上:素材之星·天下:0	1:1:50:20:0	3	4	2	1500000	0	1	0:0:0	智慧：1000 生命：5000	10000:0:0:0:0:0
523	1050104012	尊※守护者智慧头饰	1150104006	1050104011:1050104006:1042200101:1042200201:0	极※守护者智慧头饰:复仇冒险者智慧头饰:素材之星.天上:素材之星·天下:0	1:1:200:50:0	3	4	3	6000000	0	1	0:0:0	智慧：1500 生命：10000	10000:0:0:0:0:0
524	1050104013	王※守护者智慧头饰	1150104007	1050104012:1050104007:1042200101:1042200201:0	尊※守护者智慧头饰:野蛮冒险者智慧头饰:素材之星.天上:素材之星·天下:0	1:1:500:200:0	3	4	4	20000000	0	1	0:0:0	智慧：2500 生命：20000 抗物理爆击率：2% 抗精神爆击率：2% 	10000:0:0:0:0:0
525	1050104014	皇※守护者智慧头饰	1150104004	1050104013:1050104008:1050000001:1042010102:1042010105	王※守护者智慧头饰:憎恨冒险者智慧头饰:奇妙之心:奇妙宝石:王国之心	1:1:6:40:3	3	4	5	40000000	0	1	0:0:0	智慧：5000 生命：40000 抗物理爆击率：4% 抗精神爆击率：4% 	10000:0:0:0:0:0
526	1050104015	无双※守护者智慧头饰	1150104005	1050104014:1050000001:1045010408:1045030002:1045000294	皇※守护者智慧头饰:奇妙之心:奇妙之花:狸猫树叶:真时之沙	1:8:30:25:3	3	4	6	120000000	0	1	0:0:0	智慧：10000 生命：60000 抗物理爆击率：5% 抗精神爆击率：5% 物理暴击伤害：10% 精神暴击伤害：10%	10000:0:0:0:0:0
527	1050700059	初心项链·无双	1150700004	1050700036:1050700037:1050700038:1050700039:0	刁蛮项链·无双:混沌项链·无双:妖姬项链·无双:地精王项链·无双:0	1:1:1:1:0	4	1	1	0	0	250	0:0:0	生命：1000 精力：1000	10000:0:0:0:0:0
528	1050700060	熟练项链·无双	1150700007	1050700040:1050700041:1050700042:1050700043:0	蛇妖项链·无双:嗜血项链·无双:炫丽项链·无双:鞭女王项链·无双:0	1:1:1:1:0	4	1	2	0	0	450	0:0:0	生命：2600 精力：2600	10000:0:0:0:0:0
529	1050700061	会心项链·无双	1150700004	1050700044:1050700045:1050700046:1050700047:0	金蝙蝠项链·无双:天剑项链·无双:天狱项链·无双:致命项链·无双:0	1:1:1:1:0	4	1	3	0	0	650	0:0:0	生命：4200 精力：4200	10000:0:0:0:0:0
530	1050700062	达人项链·无双	1150700007	1050700048:1050700049:1050700050:1050700051:0	黑衣项链·无双:牛魔王项链·无双:邪树项链·无双:卡哇伊项链·无双:0	1:1:1:1:0	4	1	4	0	0	850	0:0:0	生命：5800 精力：5800	10000:0:0:0:0:0
531	1050700063	统御项链·无双	1150700007	1050700059:1050700060:1050700061:1050700062:0	初心项链·无双:熟练项链·无双:会心项链·无双:达人项链·无双:0	1:1:1:1:0	4	2	2	0	0	850	0:0:0	生命：13600 精力：13600	10000:0:0:0:0:0
532	1050700063	统御项链·无双	1150700007	1045010407:0:0:0:0	金砂:0:0:0:0	100:0:0:0:0	4	2	1	0	0	850	0:0:0	生命：13600 精力：13600	10000:0:0:0:0:0
533	1050700074	统御项链·天舞	1150700007	1042200101:1042200201:1050700064:1050700065:1050700063	素材之星·天上:素材之星·天下:冒险者生命项链:冒险者精力项链:统御项链·无双	50:20:1:1:1	4	2	3	0	0	850	0:0:0	生命：20000 精力：20000 抗物理爆击率：3% 抗精神爆击率：3% 	10000:0:0:0:0:0
534	1050700075	统御项链·地舞	1150700007	1042200101:1042200201:1050700068:1050700069:1050700074	素材之星·天上:素材之星·天下:复仇冒险者生命项链:复仇冒险者精力项链:统御项链·天舞	100:30:1:1:1	4	2	4	0	0	850	0:0:0	生命：40000 精力：40000 抗物理爆击率：6% 抗精神爆击率：6% 	10000:0:0:0:0:0
535	1050700076	统御项链·乱舞	1150700004	1050700066:1050700067:1050700072:1050700073:1050700075	残酷冒险者生命项链:残酷冒险者精力项链:野蛮冒险者生命项链:野蛮冒险者精力项链:统御项链·地舞	1:1:1:1:1	4	2	5	0	0	850	0:0:0	生命：60000 精力：60000 抗物理爆击率：9% 抗精神爆击率：9% 	0:0:10000:0:0:0
536	1050700077	统御项链·炫舞	1150700006	1050700070:1050700071:1050700076:1042010105:0	憎恨冒险者生命项链:憎恨冒险者精力项链:统御项链·乱舞:王国之心:0	1:1:1:6:0	4	2	6	80000000	0	850	0:0:0	生命：80000 精力：80000 抗物理爆击率：12% 抗精神爆击率：12% 	0:0:10000:0:0:0
537	1050700078	统御项链·无双炫舞	1150700005	1050700077:1050000001:1045030002:1045000294:0	统御项链·炫舞:奇妙之心:狸猫树叶:真时之沙:0	1:10:50:5:0	4	2	7	200000000	0	850	0:0:0	生命：120000 精力：120000 抗物理爆击率：15% 抗精神爆击率：15% 物理暴击伤害：20% 精神暴击伤害：20%	0:0:10000:0:0:0
538	1045010431	真进化小元宝	1145010423	1045010423:0:0:0:0	进化小元宝:0:0:0:0	1:0:0:0:0	1	1	1	0	0	1	0:0:0	效果等同于进化小元宝，但不会绑定	0:0:0:0:0:0
539	1050000001	奇妙之心	1142040701	1042200101:1042200201:1042200301:1045011002:1045000229	素材之星.天上:素材之星·天下:素材之星·天地:形象进化宝石:奇妙精华	90:30:5:5:10	1	1	2	1000	0	1	0:0:0	用于装备合成的素材装备	10000:0:0:0:0:0
540	1045010408	奇妙之花	1145010408	1042200101:1042200201:1042010102:1045000229:1045011002	素材之星.天上:素材之星·天下:奇妙宝石:奇妙精华:形象进化宝石	10:5:1:1:1	1	1	3	200000	0	1	0:0:0	奇妙的花朵，奇妙小博士对其非常感兴趣！	0:0:0:0:0:0
541	1042010105	王国之心	1142010105	1042010106:1045010408:1042200301:1045000229:0	王国之心碎片:奇妙之花:素材之星·天地:奇妙精华:0	10:6:6:6:0	1	1	4	5000000	0	1	0:0:0	稀有的装备合成素材！	0:0:0:0:0:0
542	1042200403	真·无双	1142200403	1042200402:1045030002:1042010105:0:0	真·无双碎片:狸猫树叶:王国之心:0:0	10:5:1:0:0	1	1	5	20000000	0	1	0:0:0	稀有的装备合成素材！	0:0:0:0:0:0
543	1050000002	一级变幻卡	1142000032	1051010001:1051010002:1051010003:1051010004:1051010005	影※篮球宝贝:影※足球小将:影※留一刀:影※超女萝莉:影※赌王九命	1:1:1:1:1	1	2	1	500000	0	1	0:0:0	素材装备，可以用来合成变幻无穷卡	10000:0:0:0:0:0
544	1050000003	二级变幻卡	1142000033	1051010006:1051010007:1051010008:1051010009:1051010010	影※性感天使:影※红衣舞女:影※霸王花:影※黑衣军官:影※蝙蝠男	1:1:1:1:1	1	2	2	500000	0	1	0:0:0	素材装备，可以用来合成变幻无穷卡	10000:0:0:0:0:0
545	1050000004	三级变幻卡	1142000034	1051010011:1051010012:1051010013:1051010014:0	影※月亮萝莉:影※雷霆战警:影※街头拳王:影※绷带萝莉:0	1:1:1:1:0	1	2	3	1000000	0	1	0:0:0	素材装备，可以用来合成变幻无穷卡	10000:0:0:0:0:0
546	1050000005	四级变幻卡	1142000047	1051010015:1051010016:1051010017:0:0	影※月亮战士:影※不死小强:影※功夫妹子:0:0	1:1:1:0:0	1	2	4	1000000	0	1	0:0:0	素材装备，可以用来合成变幻无穷卡	10000:0:0:0:0:0
547	1050000006	五级变幻卡	1142000031	1051010018:1051010019:1051010020:1051010021:1051010022	影※环球小姐:影※魅魔·魔理沙:影※娜娜:影※安娜·金:影※莉莉·丝	1:1:1:1:1	1	2	5	2000000	0	1	0:0:0	素材装备，可以用来合成变幻无穷卡	10000:0:0:0:0:0
548	1050000007	变幻无穷卡	1142000031	1050000002:1050000003:1050000004:1050000005:1050000006	一级变幻卡:二级变幻卡:三级变幻卡:四级变幻卡:五级变幻卡	1:1:1:1:1	1	3	1	4000000	0	1	0:0:0	素材装备，晋级高级形象需要的材料	10000:0:0:0:0:0
