level	levelExp	total
2932	5275541318	3201058603528
2933	5282806577	3206341410105
2934	5290079968	3211631490073
2935	5297361499	3216928851572
2936	5304651176	3222233502748
2937	5311949007	3227545451755
2938	5319254998	3232864706753
2939	5326569158	3238191275911
2940	5333891492	3243525167403
2941	5341222008	3248866389411
2942	5348560714	3254214950125
2943	5355907616	3259570857741
2944	5363262721	3264934120462
2945	5370626037	3270304746499
2946	5377997571	3275682744070
2947	5385377330	3281068121400
2948	5392765321	3286460886721
2949	5400161551	3291861048272
2950	5407566028	3297268614300
2951	5414978758	3302683593058
2952	5422399749	3308105992807
2953	5429829008	3313535821815
2954	5437266542	3318973088357
2955	5444712358	3324417800715
2956	5452166464	3329869967179
2957	5459628866	3335329596045
2958	5467099572	3340796695617
2959	5474578590	3346271274207
2960	5482065926	3351753340133
2961	5489561587	3357242901720
2962	5497065581	3362739967301
2963	5504577915	3368244545216
2964	5512098596	3373756643812
2965	5519627631	3379276271443
2966	5527165029	3384803436472
2967	5534710795	3390338147267
2968	5542264937	3395880412204
2969	5549827463	3401430239667
2970	5557398379	3406987638046
2971	5564977693	3412552615739
2972	5572565412	3418125181151
2973	5580161544	3423705342695
2974	5587766096	3429293108791
2975	5595379074	3434888487865
2976	5603000487	3440491488352
2977	5610630341	3446102118693
2978	5618268644	3451720387337
2979	5625915403	3457346302740
2980	5633570626	3462979873366
2981	5641234319	3468621107685
2982	5648906491	3474270014176
2983	5656587147	3479926601323
2984	5664276297	3485590877620
2985	5671973946	3491262851566
2986	5679680103	3496942531669
2987	5687394774	3502629926443
2988	5695117967	3508325044410
2989	5702849690	3514027894100
2990	5710589949	3519738484049
2991	5718338752	3525456822801
2992	5726096107	3531182918908
2993	5733862020	3536916780928
2994	5741636499	3542658417427
2995	5749419552	3548407836979
2996	5757211186	3554165048165
2997	5765011408	3559930059573
2998	5772820225	3565702879798
2999	5780637645	3571483517443
3000	5788463676	3577271981119
3001	5796298324	3583068279443
3002	5804141598	3588872421041
3003	5811993504	3594684414545
3004	5819854050	3600504268595
3005	5827723243	3606331991838
3006	5835601091	3612167592929
3007	5843487601	3618011080530
3008	5851382781	3623862463311
3009	5859286638	3629721749949
3010	5867199179	3635588949128
3011	5875120412	3641464069540
3012	5883050345	3647347119885
3013	5890988984	3653238108869
3014	5898936338	3659137045207
3015	5906892413	3665043937620
3016	5914857217	3670958794837
3017	5922830758	3676881625595
3018	5930813044	3682812438639
3019	5938804080	3688751242719
3020	5946803876	3694698046595
3021	5954812438	3700652859033
3022	5962829775	3706615688808
3023	5970855893	3712586544701
3024	5978890800	3718565435501
3025	5986934503	3724552370004
3026	5994987010	3730547357014
3027	6003048329	3736550405343
3028	6011118467	3742561523810
3029	6019197432	3748580721242
3030	6027285230	3754608006472
3031	6035381871	3760643388343
3032	6043487360	3766686875703
3033	6051601706	3772738477409
3034	6059724916	3778798202325
3035	6067856998	3784866059323
3036	6075997960	3790942057283
3037	6084147808	3797026205091
3038	6092306551	3803118511642
3039	6100474195	3809218985837
3040	6108650750	3815327636587
3041	6116836221	3821444472808
3042	6125030617	3827569503425
3043	6133233946	3833702737371
3044	6141446214	3839844183585
3045	6149667430	3845993851015
3046	6157897601	3852151748616
3047	6166136735	3858317885351
3048	6174384839	3864492270190
3049	6182641921	3870674912111
3050	6190907989	3876865820100
3051	6199183049	3883065003149
3052	6207467111	3889272470260
3053	6215760181	3895488230441
3054	6224062267	3901712292708
3055	6232373376	3907944666084
3056	6240693517	3914185359601
3057	6249022697	3920434382298
3058	6257360923	3926691743221
3059	6265708204	3932957451425
3060	6274064547	3939231515972
3061	6282429959	3945513945931
3062	6290804449	3951804750380
3063	6299188023	3958103938403
3064	6307580691	3964411519094
3065	6315982458	3970727501552
3066	6324393334	3977051894886
3067	6332813325	3983384708211
3068	6341242440	3989725950651
3069	6349680685	3996075631336
3070	6358128070	4002433759406
3071	6366584601	4008800344007
3072	6375050286	4015175394293
3073	6383525134	4021558919427
3074	6392009151	4027950928578
3075	6400502345	4034351430923
3076	6409004725	4040760435648
3077	6417516297	4047177951945
3078	6426037070	4053603989015
3079	6434567052	4060038556067
3080	6443106250	4066481662317
3081	6451654671	4072933316988
3082	6460212325	4079393529313
3083	6468779217	4085862308530
3084	6477355357	4092339663887
3085	6485940752	4098825604639
3086	6494535410	4105320140049
3087	6503139338	4111823279387
3088	6511752545	4118335031932
3089	6520375037	4124855406969
3090	6529006824	4131384413793
3091	6537647912	4137922061705
3092	6546298310	4144468360015
3093	6554958026	4151023318041
3094	6563627066	4157586945107
3095	6572305440	4164159250547
3096	6580993154	4170740243701
3097	6589690217	4177329933918
3098	6598396637	4183928330555
3099	6607112421	4190535442976
3100	6615837577	4197151280553
3101	6624572113	4203775852666
3102	6633316038	4210409168704
3103	6642069358	4217051238062
3104	6650832081	4223702070143
3105	6659604216	4230361674359
3106	6668385771	4237030060130
3107	6677176752	4243707236882
3108	6685977169	4250393214051
3109	6694787029	4257088001080
3110	6703606340	4263791607420
3111	6712435110	4270504042530
3112	6721273346	4277225315876
3113	6730121057	4283955436933
3114	6738978251	4290694415184
3115	6747844935	4297442260119
3116	6756721117	4304198981236
3117	6765606806	4310964588042
3118	6774502009	4317739090051
3119	6783406735	4324522496786
3120	6792320990	4331314817776
3121	6801244783	4338116062559
3122	6810178123	4344926240682
3123	6819121016	4351745361698
3124	6828073472	4358573435170
3125	6837035497	4365410470667
3126	6846007100	4372256477767
3127	6854988289	4379111466056
3128	6863979072	4385975445128
3129	6872979457	4392848424585
3130	6881989451	4399730414036
3131	6891009064	4406621423100
3132	6900038302	4413521461402
3133	6909077173	4420430538575
3134	6918125687	4427348664262
3135	6927183850	4434275848112
3136	6936251672	4441212099784
3137	6945329159	4448157428943
3138	6954416320	4455111845263
3139	6963513162	4462075358425
3140	6972619695	4469047978120
3141	6981735926	4476029714046
3142	6990861863	4483020575909
3143	6999997513	4490020573422
3144	7009142886	4497029716308
3145	7018297989	4504048014297
3146	7027462831	4511075477128
3147	7036637418	4518112114546
3148	7045821760	4525157936306
3149	7055015865	4532212952171
3150	7064219740	4539277171911
3151	7073433393	4546350605304
3152	7082656834	4553433262138
3153	7091890069	4560525152207
3154	7101133107	4567626285314
3155	7110385956	4574736671270
3156	7119648624	4581856319894
3157	7128921120	4588985241014
3158	7138203450	4596123444464
3159	7147495625	4603270940089
3160	7156797651	4610427737740
3161	7166109536	4617593847276
3162	7175431290	4624769278566
3163	7184762920	4631954041486
3164	7194104433	4639148145919
3165	7203455840	4646351601759
3166	7212817146	4653564418905
3167	7222188361	4660786607266
3168	7231569494	4668018176760
3169	7240960551	4675259137311
3170	7250361541	4682509498852
3171	7259772473	4689769271325
3172	7269193354	4697038464679
3173	7278624193	4704317088872
3174	7288064998	4711605153870
3175	7297515777	4718902669647
3176	7306976538	4726209646185
3177	7316447290	4733526093475
3178	7325928041	4740852021516
3179	7335418798	4748187440314
3180	7344919571	4755532359885
3181	7354430367	4762886790252
3182	7363951195	4770250741447
3183	7373482063	4777624223510
3184	7383022979	4785007246489
3185	7392573952	4792399820441
3186	7402134989	4799801955430
3187	7411706099	4807213661529
3188	7421287290	4814634948819
3189	7430878571	4822065827390
3190	7440479949	4829506307339
3191	7450091433	4836956398772
3192	7459713032	4844416111804
3193	7469344753	4851885456557
3194	7478986605	4859364443162
3195	7488638597	4866853081759
3196	7498300735	4874351382494
3197	7507973030	4881859355524
3198	7517655488	4889377011012
3199	7527348119	4896904359131
3200	7537050931	4904441410062
3201	7546763932	4911988173994
3202	7556487130	4919544661124
3203	7566220534	4927110881658
3204	7575964151	4934686845809
3205	7585717992	4942272563801
3206	7595482063	4949868045864
3207	7605256373	4957473302237
3208	7615040930	4965088343167
3209	7624835744	4972713178911
3210	7634640821	4980347819732
3211	7644456171	4987992275903
3212	7654281802	4995646557705
3213	7664117723	5003310675428
3214	7673963941	5010984639369
3215	7683820465	5018668459834
3216	7693687303	5026362147137
3217	7703564465	5034065711602
3218	7713451958	5041779163560
3219	7723349791	5049502513351
3220	7733257971	5057235771322
3221	7743176509	5064978947831
3222	7753105411	5072732053242
3223	7763044687	5080495097929
3224	7772994344	5088268092273
3225	7782954392	5096051046665
3226	7792924839	5103843971504
3227	7802905693	5111646877197
3228	7812896962	5119459774159
3229	7822898656	5127282672815
3230	7832910782	5135115583597
3231	7842933350	5142958516947
3232	7852966366	5150811483313
3233	7863009841	5158674493154
3234	7873063783	5166547556937
3235	7883128199	5174430685136
3236	7893203099	5182323888235
3237	7903288491	5190227176726
3238	7913384383	5198140561109
3239	7923490784	5206064051893
3240	7933607703	5213997659596
3241	7943735148	5221941394744
3242	7953873127	5229895267871
3243	7964021650	5237859289521
3244	7974180724	5245833470245
3245	7984350358	5253817820603
3246	7994530561	5261812351164
3247	8004721341	5269817072505
3248	8014922707	5277831995212
3249	8025134667	5285857129879
3250	8035357231	5293892487110
3251	8045590406	5301938077516
3252	8055834200	5309993911716
3253	8066088624	5318060000340
3254	8076353685	5326136354025
3255	8086629391	5334222983416
3256	8096915752	5342319899168
3257	8107212776	5350427111944
3258	8117520472	5358544632416
3259	8127838847	5366672471263
3260	8138167912	5374810639175
3261	8148507674	5382959146849
3262	8158858142	5391118004991
3263	8169219325	5399287224316
3264	8179591231	5407466815547
3265	8189973869	5415656789416
3266	8200367248	5423857156664
3267	8210771376	5432067928040
3268	8221186262	5440289114302
3269	8231611914	5448520726216
3270	8242048342	5456762774558
3271	8252495554	5465015270112
3272	8262953558	5473278223670
3273	8273422363	5481551646033
3274	8283901978	5489835548011
3275	8294392412	5498129940423
3276	8304893673	5506434834096
3277	8315405770	5514750239866
3278	8325928712	5523076168578
3279	8336462507	5531412631085
3280	8347007165	5539759638250
3281	8357562693	5548117200943
3282	8368129101	5556485330044
3283	8378706397	5564864036441
3284	8389294590	5573253331031
3285	8399893688	5581653224719
3286	8410503702	5590063728421
3287	8421124638	5598484853059
3288	8431756506	5606916609565
3289	8442399315	5615359008880
3290	8453053074	5623812061954
3291	8463717791	5632275779745
3292	8474393475	5640750173220
3293	8485080134	5649235253354
3294	8495777779	5657731031133
3295	8506486416	5666237517549
3296	8517206056	5674754723605
3297	8527936707	5683282660312
3298	8538678377	5691821338689
3299	8549431076	5700370769765
3300	8560194812	5708930964577
3301	8570969595	5717501934172
3302	8581755432	5726083689604
3303	8592552334	5734676241938
3304	8603360308	5743279602246
3305	8614179363	5751893781609
3306	8625009509	5760518791118
3307	8635850754	5769154641872
3308	8646703107	5777801344979
3309	8657566576	5786458911555
3310	8668441172	5795127352727
3311	8679326902	5803806679629
3312	8690223776	5812496903405
3313	8701131802	5821198035207
3314	8712050989	5829910086196
3315	8722981346	5838633067542
3316	8733922882	5847366990424
3317	8744875606	5856111866030
3318	8755839527	5864867705557
3319	8766814654	5873634520211
3320	8777800995	5882412321206
3321	8788798560	5891201119766
3322	8799807357	5900000927123
3323	8810827395	5908811754518
3324	8821858684	5917633613202
3325	8832901232	5926466514434
3326	8843955048	5935310469482
3327	8855020141	5944165489623
3328	8866096521	5953031586144
3329	8877184195	5961908770339
3330	8888283173	5970797053512
3331	8899393464	5979696446976
3332	8910515078	5988606962054
3333	8921648021	5997528610075
3334	8932792305	6006461402380
3335	8943947938	6015405350318
3336	8955114928	6024360465246
3337	8966293286	6033326758532
3338	8977483019	6042304241551
3339	8988684136	6051292925687
3340	8999896648	6060292822335
3341	9011120563	6069303942898
3342	9022355889	6078326298787
3343	9033602637	6087359901424
3344	9044860814	6096404762238
3345	9056130430	6105460892668
3346	9067411494	6114528304162
3347	9078704015	6123607008177
3348	9090008003	6132697016180
3349	9101323465	6141798339645
3350	9112650412	6150910990057
3351	9123988852	6160034978909
3352	9135338794	6169170317703
3353	9146700248	6178317017951
3354	9158073222	6187475091173
3355	9169457725	6196644548898
3356	9180853768	6205825402666
3357	9192261358	6215017664024
3358	9203680505	6224221344529
3359	9215111218	6233436455747
3360	9226553506	6242663009253
3361	9238007378	6251901016631
3362	9249472844	6261150489475
3363	9260949912	6270411439387
3364	9272438591	6279683877978
3365	9283938891	6288967816869
3366	9295450821	6298263267690
3367	9306974390	6307570242080
3368	9318509608	6316888751688
3369	9330056482	6326218808170
3370	9341615023	6335560423193
3371	9353185240	6344913608433
3372	9364767141	6354278375574
3373	9376360736	6363654736310
3374	9387966035	6373042702345
3375	9399583045	6382442285390
3376	9411211778	6391853497168
3377	9422852241	6401276349409
3378	9434504444	6410710853853
3379	9446168396	6420157022249
3380	9457844106	6429614866355
3381	9469531584	6439084397939
3382	9481230839	6448565628778
3383	9492941880	6458058570658
3384	9504664716	6467563235374
3385	9516399356	6477079634730
3386	9528145810	6486607780540
3387	9539904087	6496147684627
3388	9551674197	6505699358824
3389	9563456147	6515262814971
3390	9575249949	6524838064920
3391	9587055611	6534425120531
3392	9598873141	6544023993672
3393	9610702551	6553634696223
3394	9622543848	6563257240071
3395	9634397042	6572891637113
3396	9646262143	6582537899256
3397	9658139159	6592196038415
3398	9670028101	6601866066516
3399	9681928977	6611547995493
3400	9693841796	6621241837289
3401	9705766569	6630947603858
3402	9717703303	6640665307161
3403	9729652009	6650394959170
3404	9741612697	6660136571867
3405	9753585374	6669890157241
3406	9765570051	6679655727292
3407	9777566737	6689433294029
3408	9789575442	6699222869471
3409	9801596174	6709024465645
3410	9813628943	6718838094588
3411	9825673759	6728663768347
3412	9837730630	6738501498977
3413	9849799567	6748351298544
3414	9861880578	6758213179122
3415	9873973673	6768087152795
3416	9886078861	6777973231656
3417	9898196152	6787871427808
